Entity,Code,Year,Research and development expenditure (% of GDP)
Nicaragua,NIC,2013,0.10284
Nicaragua,NIC,2014,0.08935
Nicaragua,NIC,2015,0.10742
Nigeria,NGA,2007,0.13223
Nigeria,NGA,2019,0.28444
North America (WB),WB_NA,1996,2.38903
North America (WB),WB_NA,1997,2.4151475
North America (WB),WB_NA,1998,2.4448392
North America (WB),WB_NA,1999,2.4913867
North America (WB),WB_NA,2000,2.5682614
North America (WB),WB_NA,2001,2.5969415
North America (WB),WB_NA,2002,2.5099869
North America (WB),WB_NA,2003,2.5079293
North America (WB),WB_NA,2004,2.4489114
North America (WB),WB_NA,2005,2.4581285
North America (WB),WB_NA,2006,2.4929395
North America (WB),WB_NA,2007,2.548589
North America (WB),WB_NA,2008,2.6591609
North America (WB),WB_NA,2009,2.7149262
North America (WB),WB_NA,2010,2.6271563
North America (WB),WB_NA,2011,2.6391249
North America (WB),WB_NA,2012,2.5809314
North America (WB),WB_NA,2013,2.5973065
North America (WB),WB_NA,2014,2.6152787
North America (WB),WB_NA,2015,2.6874037
North America (WB),WB_NA,2016,2.7530634
North America (WB),WB_NA,2017,2.7901604
North America (WB),WB_NA,2018,2.8924413
North America (WB),WB_NA,2019,3.0412402
North America (WB),WB_NA,2020,3.3150947
North America (WB),WB_NA,2021,3.3539195
North America (WB),WB_NA,2022,3.4385042
North Macedonia,MKD,1997,0.35911
North Macedonia,MKD,1998,0.40842
North Macedonia,MKD,1999,0.32809
North Macedonia,MKD,2000,0.41888
North Macedonia,MKD,2001,0.2931
North Macedonia,MKD,2002,0.24461
North Macedonia,MKD,2003,0.21064
North Macedonia,MKD,2004,0.23237
North Macedonia,MKD,2005,0.22825
North Macedonia,MKD,2006,0.19373
North Macedonia,MKD,2007,0.17093
North Macedonia,MKD,2008,0.22358
North Macedonia,MKD,2009,0.19679
North Macedonia,MKD,2010,0.21634
North Macedonia,MKD,2011,0.22276
North Macedonia,MKD,2012,0.32676
North Macedonia,MKD,2013,0.43894
North Macedonia,MKD,2014,0.51646
North Macedonia,MKD,2015,0.44412
North Macedonia,MKD,2016,0.43585
North Macedonia,MKD,2017,0.35439
North Macedonia,MKD,2018,0.36367
North Macedonia,MKD,2019,0.36783
North Macedonia,MKD,2020,0.37264
North Macedonia,MKD,2021,0.37252
North Macedonia,MKD,2022,0.37975
North Macedonia,MKD,2023,0.39502
Norway,NOR,1997,1.5935
Norway,NOR,1999,1.60437
Norway,NOR,2001,1.5602
Norway,NOR,2002,1.62645
Norway,NOR,2003,1.67572
Norway,NOR,2004,1.53975
Norway,NOR,2005,1.47715
Norway,NOR,2006,1.44972
Norway,NOR,2007,1.55794
Norway,NOR,2008,1.54556
Norway,NOR,2009,1.71678
Norway,NOR,2010,1.6412
Norway,NOR,2011,1.61714
Norway,NOR,2012,1.61053
Norway,NOR,2013,1.64216
Norway,NOR,2014,1.70369
Norway,NOR,2015,1.9235
Norway,NOR,2016,2.03287
Norway,NOR,2017,2.08167
Norway,NOR,2018,2.03482
Norway,NOR,2019,2.136
Norway,NOR,2020,2.24436
Norway,NOR,2021,1.88764
Norway,NOR,2022,1.55752
Oman,OMN,2011,0.11962
Oman,OMN,2012,0.18281
Oman,OMN,2013,0.14854
Oman,OMN,2014,0.18588
Oman,OMN,2015,0.21866
Oman,OMN,2016,0.22691
Oman,OMN,2017,0.19925
Oman,OMN,2018,0.19031
Oman,OMN,2019,0.27255
Oman,OMN,2020,0.31599
Oman,OMN,2021,0.28978
Oman,OMN,2022,0.27506
Oman,OMN,2023,0.36729
Pakistan,PAK,1997,0.15565
Pakistan,PAK,1998,0.10919
Pakistan,PAK,1999,0.1159
Pakistan,PAK,2000,0.09536
Pakistan,PAK,2001,0.12408
Pakistan,PAK,2002,0.16228
Pakistan,PAK,2005,0.32946
Pakistan,PAK,2007,0.52343
Pakistan,PAK,2009,0.40218
Pakistan,PAK,2011,0.30491
Pakistan,PAK,2013,0.26179
Pakistan,PAK,2015,0.22193
Pakistan,PAK,2017,0.21214
Pakistan,PAK,2019,0.17475
Pakistan,PAK,2021,0.16431
Pakistan,PAK,2023,0.16375
Palestine,PSE,2007,0.19723
Palestine,PSE,2008,0.14914
Palestine,PSE,2009,0.35646
Palestine,PSE,2010,0.36156
Palestine,PSE,2013,0.45434
Panama,PAN,1996,0.3101
Panama,PAN,1997,0.29911
Panama,PAN,1998,0.26922
Panama,PAN,1999,0.27205
Panama,PAN,2000,0.36264
Panama,PAN,2001,0.36074
Panama,PAN,2002,0.3422
Panama,PAN,2003,0.32109
Panama,PAN,2004,0.22646
Panama,PAN,2005,0.23183
Panama,PAN,2006,0.23537
Panama,PAN,2007,0.18172
Panama,PAN,2008,0.19065
Panama,PAN,2009,0.1321
Panama,PAN,2010,0.14453
Panama,PAN,2011,0.17304
Panama,PAN,2012,0.07534
Panama,PAN,2013,0.06206
Panama,PAN,2014,0.12295
Panama,PAN,2015,0.10745
Panama,PAN,2016,0.1324
Panama,PAN,2017,0.1353
Panama,PAN,2018,0.13359
Panama,PAN,2019,0.13624
Panama,PAN,2020,0.23235
Panama,PAN,2021,0.17688
Panama,PAN,2022,0.18243
Panama,PAN,2023,0.15791
Papua New Guinea,PNG,2016,0.03158
Paraguay,PRY,2001,0.06699
Paraguay,PRY,2002,0.07493
Paraguay,PRY,2003,0.06135
Paraguay,PRY,2004,0.06066
Paraguay,PRY,2005,0.06091
Paraguay,PRY,2008,0.04113
Paraguay,PRY,2011,0.04216
Paraguay,PRY,2012,0.06517
Paraguay,PRY,2013,0.07163
Paraguay,PRY,2014,0.07901
Paraguay,PRY,2015,0.09674
Paraguay,PRY,2016,0.11676
Paraguay,PRY,2017,0.14888
Paraguay,PRY,2018,0.14684
Paraguay,PRY,2019,0.13751
Paraguay,PRY,2020,0.15697
Paraguay,PRY,2021,0.14398
Paraguay,PRY,2022,0.11944
Peru,PER,1997,0.0836
Peru,PER,1998,0.10072
Peru,PER,1999,0.09849
Peru,PER,2000,0.11266
Peru,PER,2001,0.11096
Peru,PER,2002,0.10614
Peru,PER,2003,0.10813
Peru,PER,2004,0.15578
Peru,PER,2011,0.08282
Peru,PER,2012,0.0553
Peru,PER,2013,0.08174
Peru,PER,2014,0.10805
Peru,PER,2015,0.11702
Peru,PER,2016,0.12008
Peru,PER,2017,0.12085
Peru,PER,2018,0.12683
Peru,PER,2019,0.15696
Peru,PER,2020,0.17229
Peru,PER,2021,0.13752
Peru,PER,2022,0.16178
Philippines,PHL,2002,0.13263
Philippines,PHL,2003,0.12527
Philippines,PHL,2005,0.10692
Philippines,PHL,2007,0.10498
Philippines,PHL,2009,0.10901
Philippines,PHL,2011,0.11222
Philippines,PHL,2013,0.13207
Philippines,PHL,2015,0.15683
Philippines,PHL,2018,0.32222
Poland,POL,1996,0.63937
Poland,POL,1997,0.64315
Poland,POL,1998,0.65971
Poland,POL,1999,0.68055
Poland,POL,2000,0.64078
Poland,POL,2001,0.62159
Poland,POL,2002,0.55675
Poland,POL,2003,0.53806
Poland,POL,2004,0.5525
Poland,POL,2005,0.56278
Poland,POL,2006,0.55102
Poland,POL,2007,0.56193
Poland,POL,2008,0.59944
Poland,POL,2009,0.66106
Poland,POL,2010,0.72619
Poland,POL,2011,0.75221
Poland,POL,2012,0.88997
Poland,POL,2013,0.88483
Poland,POL,2014,0.95076
Poland,POL,2015,1.00423
Poland,POL,2016,0.96821
Poland,POL,2017,1.03785
Poland,POL,2018,1.2061
Poland,POL,2019,1.32335
Poland,POL,2020,1.38608
Poland,POL,2021,1.43183
Poland,POL,2022,1.45383
Portugal,PRT,1996,0.5495
Portugal,PRT,1997,0.56374
Portugal,PRT,1998,0.62486
Portugal,PRT,1999,0.68121
Portugal,PRT,2000,0.72156
Portugal,PRT,2001,0.76482
Portugal,PRT,2002,0.72183
Portugal,PRT,2003,0.69802
Portugal,PRT,2004,0.7293
Portugal,PRT,2005,0.75755
Portugal,PRT,2006,0.95448
Portugal,PRT,2007,1.12417
Portugal,PRT,2008,1.44335
Portugal,PRT,2009,1.58001
Portugal,PRT,2010,1.53529
Portugal,PRT,2011,1.45741
Portugal,PRT,2012,1.37861
Portugal,PRT,2013,1.32468
Portugal,PRT,2014,1.28992
Portugal,PRT,2015,1.2433
Portugal,PRT,2016,1.28075
Portugal,PRT,2017,1.31928
Portugal,PRT,2018,1.34955
Portugal,PRT,2019,1.39562
Portugal,PRT,2020,1.61392
Portugal,PRT,2021,1.67051
Portugal,PRT,2022,1.70179
Puerto Rico,PRI,2009,0.45131
Puerto Rico,PRI,2013,0.43859
Puerto Rico,PRI,2015,0.42883
Qatar,QAT,2012,0.4786
Qatar,QAT,2015,0.51883
Qatar,QAT,2018,0.53129
Qatar,QAT,2021,0.68058
Romania,ROU,1996,0.67472
Romania,ROU,1997,0.57451
Romania,ROU,1998,0.49541
Romania,ROU,1999,0.39832
Romania,ROU,2000,0.36626
Romania,ROU,2001,0.39129
Romania,ROU,2002,0.37721
Romania,ROU,2003,0.39708
Romania,ROU,2004,0.38942
Romania,ROU,2005,0.41262
Romania,ROU,2006,0.45682
Romania,ROU,2007,0.51148
Romania,ROU,2008,0.55215
Romania,ROU,2009,0.44395
Romania,ROU,2010,0.44666
Romania,ROU,2011,0.47459
Romania,ROU,2012,0.4624
Romania,ROU,2013,0.39024
Romania,ROU,2014,0.38208
Romania,ROU,2015,0.48796
Romania,ROU,2016,0.48864
Romania,ROU,2017,0.50693
Romania,ROU,2018,0.49729
Romania,ROU,2019,0.47616
Romania,ROU,2020,0.46538
Romania,ROU,2021,0.47234
Romania,ROU,2022,0.45881
Russia,RUS,1996,0.96592
Russia,RUS,1997,1.04374
Russia,RUS,1998,0.95383
Russia,RUS,1999,0.99623
Russia,RUS,2000,1.04983
Russia,RUS,2001,1.17694
Russia,RUS,2002,1.24652
Russia,RUS,2003,1.28603
Russia,RUS,2004,1.15133
Russia,RUS,2005,1.06797
Russia,RUS,2006,1.07294
Russia,RUS,2007,1.11611
Russia,RUS,2008,1.04435
Russia,RUS,2009,1.25192
Russia,RUS,2010,1.1302
Russia,RUS,2011,1.01545
Russia,RUS,2012,1.02766
Russia,RUS,2013,1.02732
Russia,RUS,2014,1.07241
Russia,RUS,2015,1.10085
Russia,RUS,2016,1.10238
Russia,RUS,2017,1.10967
Russia,RUS,2018,0.99002
Russia,RUS,2019,1.03531
Russia,RUS,2020,1.09099
Russia,RUS,2021,0.95857
Russia,RUS,2022,0.92527
Rwanda,RWA,2016,0.64945
Rwanda,RWA,2019,0.75853
Rwanda,RWA,2023,0.79445
Saint Lucia,LCA,1998,0.57395
Saint Lucia,LCA,1999,0.27374
Saint Vincent and the Grenadines,VCT,2001,0.04008
Saint Vincent and the Grenadines,VCT,2002,0.1139
Saudi Arabia,SAU,2003,0.06233
Saudi Arabia,SAU,2004,0.05315
Saudi Arabia,SAU,2005,0.0423
Saudi Arabia,SAU,2006,0.04245
Saudi Arabia,SAU,2007,0.04521
Saudi Arabia,SAU,2008,0.04902
Saudi Arabia,SAU,2009,0.07338
Saudi Arabia,SAU,2010,0.884
Saudi Arabia,SAU,2011,0.89068
Saudi Arabia,SAU,2012,0.8699
Saudi Arabia,SAU,2013,0.80736
Saudi Arabia,SAU,2020,0.49802
Saudi Arabia,SAU,2021,0.44266
Saudi Arabia,SAU,2022,0.46317
Saudi Arabia,SAU,2023,0.56486
Senegal,SEN,2008,0.29374
Senegal,SEN,2010,0.4343
Senegal,SEN,2015,0.5772
Serbia,SRB,1997,0.70915
Serbia,SRB,1998,0.75301
Serbia,SRB,1999,0.94682
Serbia,SRB,2000,0.85424
Serbia,SRB,2001,0.30401
Serbia,SRB,2002,0.63968
Serbia,SRB,2003,0.49138
Serbia,SRB,2004,0.28953
Serbia,SRB,2005,0.3953
Serbia,SRB,2006,0.43985
Serbia,SRB,2007,0.57877
Serbia,SRB,2008,0.66966
Serbia,SRB,2009,0.8173
Serbia,SRB,2010,0.70228
Serbia,SRB,2011,0.68334
Serbia,SRB,2012,0.85316
Serbia,SRB,2013,0.68367
Serbia,SRB,2014,0.72309
Serbia,SRB,2015,0.8109
Serbia,SRB,2016,0.83822
Serbia,SRB,2017,0.87238
Serbia,SRB,2018,0.91891
Serbia,SRB,2019,0.88667
Serbia,SRB,2020,0.90558
Serbia,SRB,2021,0.99379
Serbia,SRB,2022,0.96616
Serbia,SRB,2023,0.95005
Seychelles,SYC,2001,0.39968
Seychelles,SYC,2002,0.3826
Seychelles,SYC,2003,0.38707
Seychelles,SYC,2004,0.32574
Seychelles,SYC,2005,0.28393
Seychelles,SYC,2016,0.2017
Singapore,SGP,1996,1.31991
Singapore,SGP,1997,1.41564
Singapore,SGP,1998,1.73707
Singapore,SGP,1999,1.81624
Singapore,SGP,2000,1.81699
Singapore,SGP,2001,2.0093
Singapore,SGP,2002,2.03282
Singapore,SGP,2003,1.99679
Singapore,SGP,2004,2.07859
Singapore,SGP,2005,2.14806
Singapore,SGP,2006,2.11656
Singapore,SGP,2007,2.31986
Singapore,SGP,2008,2.59674
Singapore,SGP,2009,2.1279
Singapore,SGP,2010,1.92918
Singapore,SGP,2011,2.06955
Singapore,SGP,2012,1.91833
Singapore,SGP,2013,1.92104
Singapore,SGP,2014,2.08228
Singapore,SGP,2015,2.17445
Singapore,SGP,2016,2.07276
Singapore,SGP,2017,1.89913
Singapore,SGP,2018,1.80947
Singapore,SGP,2019,1.88474
Singapore,SGP,2020,2.15626
Slovakia,SVK,1996,0.88963
Slovakia,SVK,1997,1.05108
Slovakia,SVK,1998,0.76541
Slovakia,SVK,1999,0.64475
Slovakia,SVK,2000,0.63807
Slovakia,SVK,2001,0.62465
Slovakia,SVK,2002,0.56314
Slovakia,SVK,2003,0.56145
Slovakia,SVK,2004,0.50069
Slovakia,SVK,2005,0.49332
Slovakia,SVK,2006,0.47488
Slovakia,SVK,2007,0.44746
Slovakia,SVK,2008,0.46137
Slovakia,SVK,2009,0.47272
Slovakia,SVK,2010,0.6055
Slovakia,SVK,2011,0.65255
Slovakia,SVK,2012,0.79461
Slovakia,SVK,2013,0.82005
Slovakia,SVK,2014,0.877
Slovakia,SVK,2015,1.15727
Slovakia,SVK,2016,0.78857
Slovakia,SVK,2017,0.88456
Slovakia,SVK,2018,0.83555
Slovakia,SVK,2019,0.8224
Slovakia,SVK,2020,0.89773
Slovakia,SVK,2021,0.91611
Slovakia,SVK,2022,0.97939
Slovenia,SVN,1996,1.26473
Slovenia,SVN,1997,1.24643
Slovenia,SVN,1998,1.30515
Slovenia,SVN,1999,1.33688
Slovenia,SVN,2000,1.35982
Slovenia,SVN,2001,1.46767
Slovenia,SVN,2002,1.44325
Slovenia,SVN,2003,1.24792
Slovenia,SVN,2004,1.37026
Slovenia,SVN,2005,1.41778
Slovenia,SVN,2006,1.53705
Slovenia,SVN,2007,1.42703
Slovenia,SVN,2008,1.62673
Slovenia,SVN,2009,1.81184
Slovenia,SVN,2010,2.05133
Slovenia,SVN,2011,2.41297
Slovenia,SVN,2012,2.56061
Slovenia,SVN,2013,2.56487
Slovenia,SVN,2014,2.36548
Slovenia,SVN,2015,2.19565
Slovenia,SVN,2016,2.00764
Slovenia,SVN,2017,1.8653
Slovenia,SVN,2018,1.94593
Slovenia,SVN,2019,2.03922
Slovenia,SVN,2020,2.14156
Slovenia,SVN,2021,2.128
Slovenia,SVN,2022,2.09525
South Africa,ZAF,1997,0.52694
South Africa,ZAF,2001,0.64224
South Africa,ZAF,2003,0.6765
South Africa,ZAF,2004,0.72681
South Africa,ZAF,2005,0.77024
South Africa,ZAF,2006,0.80291
South Africa,ZAF,2007,0.79364
South Africa,ZAF,2008,0.80567
South Africa,ZAF,2009,0.74993
South Africa,ZAF,2010,0.66284
South Africa,ZAF,2011,0.66753
South Africa,ZAF,2012,0.66934
South Africa,ZAF,2013,0.6633
South Africa,ZAF,2014,0.70987
South Africa,ZAF,2015,0.73147
South Africa,ZAF,2016,0.74992
South Africa,ZAF,2017,0.76257
South Africa,ZAF,2018,0.68586
South Africa,ZAF,2019,0.61304
South Africa,ZAF,2020,0.6024
South Africa,ZAF,2021,0.61503
South Africa,ZAF,2022,0.61729
South Asia (WB),WB_SA,1996,0.6234886
South Asia (WB),WB_SA,1997,0.68669
South Asia (WB),WB_SA,1998,0.70379
South Asia (WB),WB_SA,1999,0.72413
South Asia (WB),WB_SA,2000,0.7360114
South Asia (WB),WB_SA,2001,0.73591
South Asia (WB),WB_SA,2002,0.72567
South Asia (WB),WB_SA,2003,0.71929
South Asia (WB),WB_SA,2004,0.7406263
South Asia (WB),WB_SA,2005,0.82411
South Asia (WB),WB_SA,2006,0.78632736
South Asia (WB),WB_SA,2007,0.80507
South Asia (WB),WB_SA,2008,0.82649934
South Asia (WB),WB_SA,2009,0.82769436
South Asia (WB),WB_SA,2010,0.7620642
South Asia (WB),WB_SA,2011,0.75502
South Asia (WB),WB_SA,2012,0.74399
South Asia (WB),WB_SA,2013,0.6821723
South Asia (WB),WB_SA,2014,0.6780349
South Asia (WB),WB_SA,2015,0.6701549
South Asia (WB),WB_SA,2016,0.64954615
South Asia (WB),WB_SA,2017,0.6472015
South Asia (WB),WB_SA,2018,0.64176
South Asia (WB),WB_SA,2019,0.65942
South Asia (WB),WB_SA,2020,0.6293981
South Korea,KOR,1996,2.21616
South Korea,KOR,1997,2.2483
South Korea,KOR,1998,2.11026
South Korea,KOR,1999,2.01567
South Korea,KOR,2000,2.12519
South Korea,KOR,2001,2.27865
South Korea,KOR,2002,2.20774
South Korea,KOR,2003,2.27722
South Korea,KOR,2004,2.44214
South Korea,KOR,2005,2.5229
South Korea,KOR,2006,2.71934
South Korea,KOR,2007,2.87258
South Korea,KOR,2008,2.98887
South Korea,KOR,2009,3.14669
South Korea,KOR,2010,3.31578
South Korea,KOR,2011,3.59199
South Korea,KOR,2012,3.8504
South Korea,KOR,2013,3.95124
South Korea,KOR,2014,4.07786
South Korea,KOR,2015,3.9782
South Korea,KOR,2016,3.98704
South Korea,KOR,2017,4.29206
South Korea,KOR,2018,4.51633
South Korea,KOR,2019,4.62703
South Korea,KOR,2020,4.79571
South Korea,KOR,2021,4.90988
South Korea,KOR,2022,5.21081
Spain,ESP,1996,0.78753
Spain,ESP,1997,0.77781
Spain,ESP,1998,0.84804
Spain,ESP,1999,0.83854
Spain,ESP,2000,0.88276
Spain,ESP,2001,0.88833
Spain,ESP,2002,0.95971
Spain,ESP,2003,1.02373
Spain,ESP,2004,1.04089
Spain,ESP,2005,1.09956
Spain,ESP,2006,1.17702
Spain,ESP,2007,1.24053
Spain,ESP,2008,1.325
Spain,ESP,2009,1.36364
Spain,ESP,2010,1.35996
Spain,ESP,2011,1.33341
Spain,ESP,2012,1.29876
Spain,ESP,2013,1.27482
Spain,ESP,2014,1.24159
Spain,ESP,2015,1.22179
Spain,ESP,2016,1.18986
Spain,ESP,2017,1.20977
Spain,ESP,2018,1.24151
Spain,ESP,2019,1.25025
Spain,ESP,2020,1.4091
Spain,ESP,2021,1.41122
Spain,ESP,2022,1.43532
Sri Lanka,LKA,1996,0.18356
Sri Lanka,LKA,2000,0.14392
Sri Lanka,LKA,2004,0.1821
Sri Lanka,LKA,2006,0.1742
Sri Lanka,LKA,2008,0.11444
Sri Lanka,LKA,2010,0.13241
Sri Lanka,LKA,2013,0.0973
Sri Lanka,LKA,2014,0.09605
Sri Lanka,LKA,2015,0.10291
Sri Lanka,LKA,2016,0.12034
Sri Lanka,LKA,2017,0.11818
Sri Lanka,LKA,2018,0.11949
Sri Lanka,LKA,2020,0.11616
Sri Lanka,LKA,2022,0.10506
Sub-Saharan Africa (WB),WB_SSA,2007,0.44303226
Sudan,SDN,1999,0.53007
Sudan,SDN,2000,0.47277
Sudan,SDN,2001,0.37483
Sudan,SDN,2002,0.32247
Sudan,SDN,2003,0.2808
Sudan,SDN,2004,0.23825
Sudan,SDN,2005,0.225
Sweden,SWE,1997,3.27394
Sweden,SWE,1999,3.38132
Sweden,SWE,2001,3.8738
Sweden,SWE,2003,3.57948
Sweden,SWE,2004,3.36129
Sweden,SWE,2005,3.35958
Sweden,SWE,2006,3.475
Sweden,SWE,2007,3.23383
Sweden,SWE,2008,3.46999
Sweden,SWE,2009,3.39528
Sweden,SWE,2010,3.16789
Sweden,SWE,2011,3.18702
Sweden,SWE,2012,3.23025
Sweden,SWE,2013,3.26042
Sweden,SWE,2014,3.10184
Sweden,SWE,2015,3.21903
Sweden,SWE,2016,3.24736
Sweden,SWE,2017,3.36279
Sweden,SWE,2018,3.32106
Sweden,SWE,2019,3.38758
Sweden,SWE,2020,3.4896
Sweden,SWE,2021,3.40216
Sweden,SWE,2022,3.40822
Switzerland,CHE,1996,2.37649
Switzerland,CHE,2000,2.26386
Switzerland,CHE,2004,2.60818
Switzerland,CHE,2008,2.65296
Switzerland,CHE,2012,2.87457
Switzerland,CHE,2015,3.07832
Switzerland,CHE,2017,3.07698
Switzerland,CHE,2019,3.1968
Switzerland,CHE,2021,3.30645
Syria,SYR,2015,0.01942
Syria,SYR,2022,0.07306
Tajikistan,TJK,2001,0.08953
Tajikistan,TJK,2002,0.07068
Tajikistan,TJK,2003,0.06885
Tajikistan,TJK,2004,0.06697
Tajikistan,TJK,2005,0.0957
Tajikistan,TJK,2006,0.10732
Tajikistan,TJK,2007,0.06778
Tajikistan,TJK,2008,0.06983
Tajikistan,TJK,2009,0.08577
Tajikistan,TJK,2010,0.08914
Tajikistan,TJK,2011,0.12148
Tajikistan,TJK,2012,0.11432
Tajikistan,TJK,2013,0.11851
Tajikistan,TJK,2014,0.11624
Tajikistan,TJK,2015,0.1034
Tajikistan,TJK,2016,0.10622
Tajikistan,TJK,2017,0.10957
Tajikistan,TJK,2018,0.09401
Tajikistan,TJK,2019,0.09367
Tajikistan,TJK,2020,0.08969
Tanzania,TZA,2007,0.33462
Tanzania,TZA,2010,0.37307
Tanzania,TZA,2013,0.51456
Thailand,THA,1996,0.11918
Thailand,THA,1997,0.10214
Thailand,THA,1999,0.24836
Thailand,THA,2000,0.24471
Thailand,THA,2001,0.25231
Thailand,THA,2002,0.23055
Thailand,THA,2003,0.24534
Thailand,THA,2004,0.23828
Thailand,THA,2005,0.21889
Thailand,THA,2006,0.23271
Thailand,THA,2007,0.2008
Thailand,THA,2008,0.20331
Thailand,THA,2009,0.23455
Thailand,THA,2011,0.36146
Thailand,THA,2013,0.44164
Thailand,THA,2014,0.47988
Thailand,THA,2015,0.61609
Thailand,THA,2016,0.77829
Thailand,THA,2017,1.00166
Thailand,THA,2018,1.11374
Thailand,THA,2019,1.14317
Thailand,THA,2020,1.32818
Thailand,THA,2021,1.20807
Thailand,THA,2022,1.15902
Togo,TGO,2010,0.16962
Togo,TGO,2012,0.15973
Togo,TGO,2014,0.19074
Trinidad and Tobago,TTO,1996,0.10325
Trinidad and Tobago,TTO,1997,0.11553
Trinidad and Tobago,TTO,1998,0.12715
Trinidad and Tobago,TTO,1999,0.12292
Trinidad and Tobago,TTO,2000,0.108
Trinidad and Tobago,TTO,2001,0.10417
Trinidad and Tobago,TTO,2002,0.13178
Trinidad and Tobago,TTO,2003,0.11501
Trinidad and Tobago,TTO,2004,0.11441
Trinidad and Tobago,TTO,2005,0.11431
Trinidad and Tobago,TTO,2006,0.07233
Trinidad and Tobago,TTO,2007,0.05922
Trinidad and Tobago,TTO,2008,0.03072
Trinidad and Tobago,TTO,2009,0.05665
Trinidad and Tobago,TTO,2010,0.04771
Trinidad and Tobago,TTO,2011,0.04024
Trinidad and Tobago,TTO,2012,0.04126
Trinidad and Tobago,TTO,2013,0.05382
Trinidad and Tobago,TTO,2014,0.07599
Trinidad and Tobago,TTO,2015,0.07996
Trinidad and Tobago,TTO,2016,0.08626
Trinidad and Tobago,TTO,2017,0.08519
Trinidad and Tobago,TTO,2018,0.08139
Trinidad and Tobago,TTO,2019,0.0596
Trinidad and Tobago,TTO,2020,0.06512
Trinidad and Tobago,TTO,2021,0.05374
Trinidad and Tobago,TTO,2022,0.0478
Tunisia,TUN,2002,0.54302
Tunisia,TUN,2003,0.65044
Tunisia,TUN,2004,0.73095
Tunisia,TUN,2005,0.71195
Tunisia,TUN,2006,0.67729
Tunisia,TUN,2007,0.6654
Tunisia,TUN,2008,0.63933
Tunisia,TUN,2009,0.70644
Tunisia,TUN,2010,0.65806
Tunisia,TUN,2011,0.67458
Tunisia,TUN,2012,0.64937
Tunisia,TUN,2013,0.637
Tunisia,TUN,2014,0.61988
Tunisia,TUN,2015,0.59413
Tunisia,TUN,2016,0.56539
Tunisia,TUN,2017,0.69954
Tunisia,TUN,2018,0.71645
Tunisia,TUN,2019,0.74658
Turkey,TUR,1996,0.45159
Turkey,TUR,1997,0.49168
Turkey,TUR,1998,0.36198
Turkey,TUR,1999,0.45557
Turkey,TUR,2000,0.46558
Turkey,TUR,2001,0.52247
Turkey,TUR,2002,0.50904
Turkey,TUR,2003,0.46532
Turkey,TUR,2004,0.49713
Turkey,TUR,2005,0.56381
Turkey,TUR,2006,0.55292
Turkey,TUR,2007,0.68616
Turkey,TUR,2008,0.68741
Turkey,TUR,2009,0.80362
Turkey,TUR,2010,0.79369
Turkey,TUR,2011,0.79393
Turkey,TUR,2012,0.82595
Turkey,TUR,2013,0.81206
Turkey,TUR,2014,0.8564
Turkey,TUR,2015,0.96732
Turkey,TUR,2016,1.11979
Turkey,TUR,2017,1.17632
Turkey,TUR,2018,1.27093
Turkey,TUR,2019,1.3196
Turkey,TUR,2020,1.36748
Turkey,TUR,2021,1.40209
Turkey,TUR,2022,1.32343
Turkmenistan,TKM,2015,0.11
Turkmenistan,TKM,2016,0.16
Turkmenistan,TKM,2017,0.09
Turkmenistan,TKM,2018,0.08
Turkmenistan,TKM,2019,0.11
Turkmenistan,TKM,2020,0.13
Turkmenistan,TKM,2021,0.1
Turkmenistan,TKM,2022,0.14
Uganda,UGA,2002,0.36756
Uganda,UGA,2003,0.25612
Uganda,UGA,2004,0.26056
Uganda,UGA,2005,0.21514
Uganda,UGA,2006,0.30033
Uganda,UGA,2007,0.38821
Uganda,UGA,2008,0.32632
Uganda,UGA,2009,0.25547
Uganda,UGA,2010,0.3599
Uganda,UGA,2014,0.14265
Uganda,UGA,2023,0.3109
Ukraine,UKR,1997,1.1923
Ukraine,UKR,1998,1.06993
Ukraine,UKR,1999,0.96968
Ukraine,UKR,2000,0.92904
Ukraine,UKR,2001,0.98944
Ukraine,UKR,2002,0.96269
Ukraine,UKR,2003,1.07166
Ukraine,UKR,2004,1.04392
Ukraine,UKR,2005,0.99518
Ukraine,UKR,2006,0.91403
Ukraine,UKR,2007,0.81869
Ukraine,UKR,2008,0.80991
Ukraine,UKR,2009,0.82596
Ukraine,UKR,2010,0.80279
Ukraine,UKR,2011,0.7109
Ukraine,UKR,2012,0.72363
Ukraine,UKR,2013,0.733
Ukraine,UKR,2014,0.65034
Ukraine,UKR,2015,0.61477
Ukraine,UKR,2016,0.48339
Ukraine,UKR,2017,0.44879
Ukraine,UKR,2018,0.47113
Ukraine,UKR,2019,0.43384
Ukraine,UKR,2020,0.40318
Ukraine,UKR,2021,0.38478
Ukraine,UKR,2022,0.32673
Ukraine,UKR,2023,0.32653
United Arab Emirates,ARE,2011,0.47252
United Arab Emirates,ARE,2014,0.67523
United Arab Emirates,ARE,2015,0.8657
United Arab Emirates,ARE,2016,0.9318
United Arab Emirates,ARE,2018,1.26389
United Arab Emirates,ARE,2019,1.31065
United Arab Emirates,ARE,2020,1.48831
United Arab Emirates,ARE,2021,1.49469
United Kingdom,GBR,1996,1.5754
United Kingdom,GBR,1997,1.53729
United Kingdom,GBR,1998,1.54777
United Kingdom,GBR,1999,1.62269
United Kingdom,GBR,2000,1.60963
United Kingdom,GBR,2001,1.59545
United Kingdom,GBR,2002,1.61383
