"Table 310-34201 : Gross output, intermediate consumption, value added and factor income by economic activity at current prices",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Economic Activity,Economic Activity,Economic Activity,"Agriculture, fishing, mining and quarrying",Manufacturing,"Electricity, gas and water supply, and waste management",Construction,Services,Services,Services,Services,Services,Services,Services,Services,Services,Total
Economic Activity,Economic Activity,Economic Activity,,,,,"Import/export, wholesale and retail trades",Accommodation and food services,"Transportation, storage, postal and courier services",Information and communications,Financing and insurance,"Real estate, professional and business services","Public administration, social and personal services",Ownership of premises,Sub-total,
Year,,,,,,,,,,,,,,,,
2007,Intermediate consumption,HK$ million,2002,119668,17056,42346,1038611,35356,223089,67118,172588,95715,123646,17783,1773905,1954977
2007,Value added,HK$ million,1015,32365,40747,40643,379466,48830,119862,51551,322644,147339,262395,158388,1490475,1605245
2007, Compensation of employees,HK$ million,274,19612,5701,34516,161268,32665,52372,23703,156967,78853,213670,0,719497,779600
2007, Gross operating surplus,HK$ million,735,12350,34686,5670,212610,15027,64618,26924,163588,66783,45930,148667,744147,797588
2007, Taxes on production,HK$ million,6,404,360,458,5588,1138,2873,924,2089,1704,2795,9721,26831,28058
2008,Gross output,HK$ million,2854,165510,60473,103890,1476008,89815,367855,120252,434013,264235,406642,196247,3355066,3687794
2008,Intermediate consumption,HK$ million,1929,134005,20823,55487,1076808,36215,269465,71125,156901,98148,128542,18332,1855537,2067780
2008,Value added,HK$ million,925,31506,39651,48403,399200,53600,98390,49127,277112,166086,278100,177915,1499529,1620013
2008, Compensation of employees,HK$ million,266,20416,5811,39314,162587,35437,55201,23472,149936,86022,224196,0,736850,802656
2008, Gross operating surplus,HK$ million,655,10751,33516,8652,232084,17259,40357,24872,125345,78504,51557,170209,740187,793760
2008, Taxes on production,HK$ million,5,339,324,437,4529,904,2832,783,1831,1560,2347,7706,22493,23597
2009,Gross output,HK$ million,2954,151856,54473,94579,1257272,85896,303336,109462,408514,283818,424410,204923,3077631,3381493
2009,Intermediate consumption,HK$ million,1864,123142,19441,44315,887046,37108,204128,61568,152614,109914,136301,22228,1610907,1799669
2009,Value added,HK$ million,1090,28714,35032,50264,370226,48789,99208,47893,255900,173903,288109,182696,1466724,1581824
2009, Compensation of employees,HK$ million,330,19721,5829,39986,170090,34427,53753,24610,144205,93749,233241,0,754076,819943
2009, Gross operating surplus,HK$ million,754,8661,28921,9871,195653,13418,43330,22546,109932,78451,52805,174178,690313,738521
2009, Taxes on production,HK$ million,6,331,281,407,4483,943,2125,737,1763,1704,2063,8517,22335,23361
2010,Gross output,HK$ million,3060,193976,56255,107693,1434457,95961,370086,122111,467883,306847,436278,209629,3443252,3804236
2010,Intermediate consumption,HK$ million,2112,163566,21769,51161,1021149,39543,232145,67087,184131,118370,141020,24884,1828330,2066938
2010,Value added,HK$ million,948,30410,34486,56531,413308,56418,137941,55024,283752,188476,295257,184745,1614922,1737298
2010, Compensation of employees,HK$ million,345,19009,5953,45350,182529,37776,57421,26942,167136,102902,235733,0,810439,881096
2010, Gross operating surplus,HK$ million,597,11085,28226,10688,225691,17562,77559,27252,114546,83641,57783,175701,779735,830331
2010, Taxes on production,HK$ million,6,316,307,493,5088,1080,2961,830,2070,1933,1742,9044,24748,25870
2011,Gross output,HK$ million,3458,220124,59096,127003,1531819,108855,389637,139749,512518,344965,454155,224133,3705831,4115513
2011,Intermediate consumption,HK$ million,2515,189546,25219,61519,1038919,42434,269603,76798,207236,130978,140570,29128,1935666,2214464
2011,Value added,HK$ million,944,30578,33877,65484,492900,66421,120034,62952,305282,213987,313585,195005,1770166,1901049
2011, Compensation of employees,HK$ million,327,19331,6235,50625,196711,42769,60217,31198,187228,115204,250880,0,884208,960726
2011, Gross operating surplus,HK$ million,611,10880,27347,14188,290059,22490,56611,30813,115725,96614,61403,185607,859322,912347
2011, Taxes on production,HK$ million,6,367,295,671,6130,1162,3206,940,2328,2169,1302,9399,26636,27976
2012,Gross output,HK$ million,3483,204408,61554,147083,1513116,117628,400410,148084,522521,371666,486713,237964,3798100,4214629
2012,Intermediate consumption,HK$ million,2370,173808,26173,73638,1001579,45583,279802,77217,203209,139250,149035,29928,1925603,2201591
2012,Value added,HK$ million,1114,30600,35382,73445,511537,72044,120609,70866,319312,232416,337678,208036,1872498,2013038
2012, Compensation of employees,HK$ million,341,20336,6582,63083,214899,45758,63994,32567,187992,125053,266888,0,937150,1027492
2012, Gross operating surplus,HK$ million,766,9887,28498,9717,290261,25050,53426,37327,128945,105126,69420,198216,907771,956639
2012, Taxes on production,HK$ million,7,378,301,645,6377,1236,3188,973,2375,2237,1370,9820,27577,28907
2013,Gross output,HK$ million,3466,180101,61418,162818,1419171,126081,411649,161851,579208,372465,516971,253418,3840814,4248617
2013,Intermediate consumption,HK$ million,2241,149945,26299,79530,895430,50669,286184,85705,232960,146677,160646,34252,1892523,2150537
2013,Value added,HK$ million,1225,30156,35119,83288,523741,75413,125465,76145,346248,225789,356326,219166,1948292,2098080
2013, Compensation of employees,HK$ million,333,21300,6955,71460,215673,48729,67297,36189,192329,124473,282211,0,966900,1066948
2013, Gross operating surplus,HK$ million,884,8472,27854,11122,300805,25220,54349,38847,151155,98988,72590,206846,948799,997132
2013, Taxes on production,HK$ million,7,385,310,706,7264,1463,3819,1110,2764,2328,1525,12320,32593,34000
2014,Gross output,HK$ million,3694,170764,63748,184386,1387078,132717,432532,174748,621246,393188,551299,265622,3958430,4381022
2014,Intermediate consumption,HK$ million,2198,142879,28113,88181,855536,53992,294874,96987,253257,153754,171711,33569,1913680,2175051
2014,Value added,HK$ million,1496,27885,35636,96205,531541,78725,137658,77761,367989,239434,379588,232053,2044750,2205972
2014, Compensation of employees,HK$ million,318,21260,7255,76523,226817,51840,71344,39339,201937,131843,300745,0,1023865,1129222
2014, Gross operating surplus,HK$ million,1169,6160,28050,18722,294983,24994,61054,37114,162782,104758,76827,216905,979417,1033518
2014, Taxes on production,HK$ million,9,465,331,959,9741,1891,5260,1309,3270,2833,2017,15148,41469,43232
2015,Gross output,HK$ million,3596,180764,62863,198471,1340012,133770,423148,176722,666796,410823,586390,280112,4017773,4463467
2015,Intermediate consumption,HK$ million,1966,154047,28210,90568,812190,55637,273075,95909,256863,158108,178985,32464,1863232,2138024
2015,Value added,HK$ million,1630,26716,34653,107902,527822,78134,150073,80813,409933,252714,407405,247648,2154541,2325443
2015, Compensation of employees,HK$ million,461,21106,7490,82170,226908,53644,73866,38793,213337,141982,321320,0,1069850,1181077
2015, Gross operating surplus,HK$ million,1160,5099,26832,24665,289828,22361,70679,40591,192934,107512,83744,230205,1037854,1095610
2015, Taxes on production,HK$ million,9,511,331,1068,11086,2129,5528,1429,3662,3220,2341,17443,46837,48756
2016,Gross output,HK$ million,3931,203673,59918,224929,1301838,137457,409531,180922,704083,430275,627475,291419,4083002,4575454
2016,Intermediate consumption,HK$ million,2033,176829,25505,99996,776313,57776,259789,96714,275180,164136,190563,32771,1853241,2157604
2016,Value added,HK$ million,1898,26844,34414,124932,525526,79682,149742,84208,428903,266139,436912,258649,2229760,2417849
2016, Compensation of employees,HK$ million,437,21640,8003,93152,229752,56164,76983,39718,225974,151987,344155,0,1124734,1247966
2016, Gross operating surplus,HK$ million,1451,4757,26087,30814,286085,21490,68097,43150,199425,111356,90546,239928,1060077,1123186
2016, Taxes on production,HK$ million,10,447,324,966,9688,2028,4663,1340,3503,2796,2212,18720,44949,46697
2017,Gross output,HK$ million,3790,209247,63547,230378,1331971,144755,434953,180834,785736,451871,663730,298176,4292027,4798989
2017,Intermediate consumption,HK$ million,2054,181948,28569,100664,783335,61248,281594,93942,305248,177048,198243,34010,1934668,2247903
2017,Value added,HK$ million,1736,27299,34978,129714,548636,83507,153359,86891,480488,274822,465488,264166,2357359,2551086
2017, Compensation of employees,HK$ million,506,21950,8323,100624,231983,59971,81450,41044,244547,160079,366646,0,1185719,1317123
2017, Gross operating surplus,HK$ million,1222,4897,26338,28009,306683,21485,67199,44457,232176,111522,96398,246581,1126502,1186967
2017, Taxes on production,HK$ million,8,452,317,1081,9971,2051,4710,1390,3765,3220,2444,17585,45138,46996
2018,Gross output,HK$ million,4039,214576,67933,217137,1397614,158405,460139,189232,862977,470109,714251,315560,4568286,5071971
2018,Intermediate consumption,HK$ million,2277,187005,32273,96665,822511,66881,301699,97783,327852,189265,214818,32532,2053339,2371558
2018,Value added,HK$ million,1762,27571,35660,120473,575103,91525,158440,91449,535126,280843,499433,283028,2514947,2700413
2018, Compensation of employees,HK$ million,497,22534,8736,92813,243190,66414,83731,42970,253629,167647,393217,0,1250797,1375378
2018, Gross operating surplus,HK$ million,1257,4559,26606,26557,322000,22999,69451,47037,277539,109979,103702,266514,1219221,1278200
2018, Taxes on production,HK$ million,8,478,318,1103,9914,2111,5258,1443,3958,3217,2514,16514,44929,46835
2019,Gross output,HK$ million,4405,200655,66082,206271,1317631,136664,460569,202437,929163,460625,763506,336154,4606749,5084161
2019,Intermediate consumption,HK$ million,2348,171288,31999,91772,784279,60746,308995,106880,347665,184128,226267,27073,2046033,2343440
2019,Value added,HK$ million,2057,29366,34083,114499,533352,75918,151574,95557,581499,276497,537238,309081,2560716,2740721
2019, Compensation of employees,HK$ million,491,22617,9079,92503,231752,60750,85475,45286,268906,169617,421117,0,1282902,1407592
2019, Gross operating surplus,HK$ million,1557,6333,24702,21101,292902,13308,61543,48910,308466,103908,113718,289952,1232708,1286401
2019, Taxes on production,HK$ million,9,417,302,895,8698,1859,4556,1362,4127,2972,2403,19128,45106,46728
2020,Gross output,HK$ million,4687,227852,66802,198874,1168006,83957,370770,200641,949204,422115,757780,334335,4286810,4785023
2020,Intermediate consumption,HK$ million,2039,202327,31476,94611,696761,47023,256820,106882,349406,177779,228323,30921,1893914,2224368
2020,Value added,HK$ million,2648,25525,35325,104262,471246,36934,113951,93759,599797,244337,529457,303414,2392895,2560655
2020, Compensation of employees,HK$ million,482,21585,9378,86178,215471,48422,81098,46284,264085,168053,429878,0,1253292,1370915
2020, Gross operating surplus,HK$ million,2467,7723,26084,26799,282524,3896,40899,51274,337765,95851,109747,284673,1206629,1269701
2020, Taxes on production,HK$ million,-301,-3783,-137,-8715,-26749,-15384,-8045,-3799,-2053,-19568,-10168,18742,-67025,-79961
2021,Gross output,HK$ million,4466,208390,73003,205943,1355066,103082,503711,213344,954497,438934,808917,335871,4713422,5205223
2021,Intermediate consumption,HK$ million,2298,182215,36655,96689,822351,57688,302725,113829,370884,188628,247387,38055,2141549,2459405
2021,Value added,HK$ million,2168,26175,36348,109254,532715,45394,200986,99514,583613,250306,561530,297816,2571873,2745819
2021, Compensation of employees,HK$ million,503,21557,9057,90211,223429,49743,76780,46219,277915,175947,442572,0,1292603,1413932
2021, Gross operating surplus,HK$ million,1657,4406,27009,18353,303074,-3088,121480,52100,302458,72892,118985,279286,1247186,1298611
2021, Taxes on production,HK$ million,8,213,282,689,6212,-1261,2727,1195,3241,1467,-27,18530,32084,33275
2022 r,Gross output,HK$ million,3831,204273,80920,223371,1314130,99858,514358,220503,989112,441693,869496,337091,4786240,5298635
2022 r,Intermediate consumption,HK$ million,2345,177675,48434,106539,819441,54507,310240,120400,375635,208599,286490,52847,2228158,2563151
2022 r,Value added,HK$ million,1486,26598,32485,116833,494689,45350,204118,100103,613477,233094,583006,284245,2558082,2735484
2022 r, Compensation of employees,HK$ million,406,22015,9285,94450,224386,51119,76263,46295,264470,175818,458174,0,1296525,1422680
2022 r, Gross operating surplus,HK$ million,1299,5729,23018,26369,275396,2286,129974,54217,347920,62645,129329,265210,1266977,1323392
2022 r, Taxes on production,HK$ million,-219,-1145,182,-3986,-5092,-8054,-2119,-410,1087,-5369,-4498,19035,-5419,-10587
 ,,,,,,,,,,,,,,,,
Note(s):,,,,,,,,,,,,,,,,
"In Hong Kong, the first released figures on GDP by economic activity in respect of a period are called ""preliminary figures"". When more data become available, the figures will be revised. All those figures published subsequently, after the preliminary figures, are called ""revised figures"". These ""revised figures"" are still subject to further regular revision later on when more data are incorporated. This routine revision is in accordance with the international practice to compile and release GDP figures at the earliest possible time by using only partial data. In general, the figures are finalised when finalised data from all regular sources are incorporated.",,,,,,,,,,,,,,,,
r Revised figure,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Source:,,,,,,,,,,,,,,,,
"National Income Section (2)1,Census and Statistics Department(Enquiry telephone no. : 3903 7005 Enquiry e-mail : gdp-p@censtatd.gov.hk)",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Remark:,,,,,,,,,,,,,,,,
"To facilitate user's computation work, the symbols (if any) representing specific table notes in all data cells of this table are excluded. For the details about symbols (if any) in the data cells, please download another XLSX / CSV format table (without the label ""excluding symbols in data cells"").",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
"Release Date: 17 May, 2024",,,,,,,,,,,,,,,,
